"","title","type","score","scored_by","members","episodes","source","start_year"
"74","Kaguya-sama wa Kokurasetai: Ultra Romantic","tv",9.14,280251,594666,13,"manga",2022
"75","Steins;Gate 0","tv",8.52,369827,771198,23,"visual novel",2018
"76","Haikyuu!! To the Top","tv",8.36,484772,788356,13,"manga",2020
"77","Tensei shitara Slime Datta Ken 2nd Season","tv",8.4,426840,754114,12,"manga",2021
"78","Fate/stay night: Unlimited Blade Works 2nd Season","tv",8.32,512854,773763,13,"visual novel",2015
"79","Hellsing Ultimate","ova",8.36,434095,829358,10,"manga",2006
"80","Hotaru no Haka","movie",8.5,350851,585799,1,"novel",1988
"81","Tonari no Totoro","movie",8.26,611158,936544,1,"original",1988
"82","Tenki no Ko","movie",8.31,492483,818400,1,"original",2019
"83","Boku no Hero Academia 2nd Season","tv",8.15,1546612,2236970,25,"manga",2017
"84","Sono Bisque Doll wa Koi wo Suru","tv",8.34,422042,721792,12,"manga",2022
"85","Suzumiya Haruhi no Shoushitsu","movie",8.62,288983,564673,1,"light novel",2010
"86","Grand Blue","tv",8.43,353661,653905,12,"manga",2018
"87","Perfect Blue","movie",8.53,309029,578354,1,"novel",1998
"88","Shokugeki no Souma","tv",8.18,919553,1495603,24,"manga",2015
"89","Banana Fish","tv",8.5,314953,727669,24,"manga",2018
"90","Nichijou","tv",8.46,328368,797187,26,"manga",2011
"91","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku","tv",8.22,618114,945667,13,"light novel",2015
"92","Kenpuu Denki Berserk","tv",8.54,293642,548529,25,"manga",1997
"93","Steins;Gate Movie: Fuka Ryouiki no Déjà vu","movie",8.46,324483,540416,1,"visual novel",2013
"94","Horimiya","tv",8.21,635531,1060963,13,"manga",2021
"95","Death Parade","tv",8.16,903941,1572091,12,"original",2015
"96","Saiki Kusuo no Ψ-nan 2","tv",8.44,328735,549538,24,"manga",2018
"97","Kuroko no Basket 3rd Season","tv",8.31,419131,675754,25,"manga",2015
"98","Baccano!","tv",8.38,357925,837465,13,"light novel",2007
"99","Mushishi","tv",8.67,255763,747783,26,"manga",2005
"100","Noragami Aragoto","tv",8.17,821037,1323286,13,"manga",2015
"101","Hotarubi no Mori e","movie",8.3,417524,740943,1,"manga",2011
"102","Dororo","tv",8.23,528697,1031529,24,"manga",2019
"103","Hajime no Ippo","tv",8.75,241095,489353,75,"manga",2000
"104","Kizumonogatari III: Reiketsu-hen","movie",8.8,237725,408886,1,"light novel",2017
"105","Gintama°","tv",9.08,218662,544926,51,"manga",2015
"106","Kono Subarashii Sekai ni Shukufuku wo!","tv",8.12,1130918,1722350,10,"light novel",2016
"107","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan","tv",8.38,332259,615480,12,"light novel",2020
"108","Kuroko no Basket 2nd Season","tv",8.23,488984,764345,25,"manga",2013
"109","Yuu☆Yuu☆Hakusho","tv",8.45,296314,606555,112,"manga",1992
"110","Fate/stay night: Unlimited Blade Works","tv",8.19,609722,958164,12,"visual novel",2014
"111","No Game No Life","tv",8.1,1412822,2176564,12,"light novel",2014
"112","Dragon Ball Z","tv",8.15,770597,1106679,291,"manga",1989
"113","Gintama'","tv",9.05,210584,480198,51,"manga",2011
"114","Toradora!","tv",8.1,1258209,1997587,25,"light novel",2008
"115","Barakamon","tv",8.39,313476,604204,12,"web manga",2014
"116","Ouran Koukou Host Club","tv",8.16,622243,1020434,26,"manga",2006
"117","Kizumonogatari II: Nekketsu-hen","movie",8.59,240304,397737,1,"light novel",2016
"118","Fullmetal Alchemist","tv",8.12,836664,1362542,51,"manga",2003
"119","Tensei shitara Slime Datta Ken","tv",8.13,731368,1191306,24,"manga",2018
"120","Ansatsu Kyoushitsu","tv",8.1,1048111,1762851,22,"manga",2015
"121","Magi: The Kingdom of Magic","tv",8.23,422988,772775,25,"manga",2013
"122","Boku no Hero Academia 3rd Season","tv",8.08,1275636,1922920,25,"manga",2018
"123","No Game No Life: Zero","movie",8.22,423040,778711,1,"light novel",2017
"124","Black Clover","tv",8.12,694772,1376433,170,"manga",2017
"125","Shingeki no Kyojin: Kuinaki Sentaku","ova",8.41,271659,453625,2,"visual novel",2014
"126","Ousama Ranking","tv",8.61,220757,440471,23,"web manga",2021
"127","Danshi Koukousei no Nichijou","tv",8.24,378482,742809,12,"web manga",2012
"128","Tensei shitara Slime Datta Ken 2nd Season Part 2","tv",8.32,314608,561696,12,"manga",2021
"129","Angel Beats!","tv",8.07,1196177,1916978,13,"original",2010
"130","Fumetsu no Anata e","tv",8.38,281660,696162,20,"manga",2021
"131","Durarara!!","tv",8.12,627194,1300721,24,"light novel",2010
"132","Dr. Stone: Stone Wars","tv",8.18,461417,838826,11,"manga",2021
"133","Bungou Stray Dogs 2nd Season","tv",8.2,414572,716708,12,"manga",2016
"134","JoJo no Kimyou na Bouken Part 3: Stardust Crusaders","tv",8.1,740326,1041019,24,"manga",2014
"135","Violet Evergarden Movie","movie",8.94,186938,455740,1,"light novel",2020
"136","Shokugeki no Souma: Ni no Sara","tv",8.11,663653,1033547,13,"manga",2016
"137","NHK ni Youkoso!","tv",8.32,303004,658206,24,"novel",2006
"138","Sakura-sou no Pet na Kanojo","tv",8.11,656384,1143337,24,"light novel",2012
"139","Hunter x Hunter","tv",8.4,259093,528146,62,"manga",1999
"140","Kimetsu no Yaiba: Mugen Ressha-hen","tv",8.39,264094,458420,7,"manga",2021
"141","Ookami to Koushinryou","tv",8.23,364426,748441,13,"light novel",2008
"142","Akira","movie",8.16,447365,737903,1,"manga",1988
"143","3-gatsu no Lion","tv",8.39,255006,612750,22,"manga",2016
"144","Evangelion: 2.0 You Can (Not) Advance","movie",8.32,291210,476359,1,"original",2009
"145","3-gatsu no Lion 2nd Season","tv",8.95,178863,356598,22,"manga",2017
"146","Kizumonogatari I: Tekketsu-hen","movie",8.38,254482,475240,1,"light novel",2016
"147","Fruits Basket 2nd Season","tv",8.57,204869,411389,25,"manga",2020
"148","Fruits Basket: The Final","tv",9.03,175567,361617,13,"manga",2021
"149","Nana","tv",8.52,213607,559062,47,"manga",2006
"150","Given","tv",8.34,262025,477718,11,"manga",2019
"151","Koukaku Kidoutai","movie",8.28,296516,561743,1,"manga",1995
"152","Kill la Kill","tv",8.04,873337,1566415,24,"original",2013
"153","Zankyou no Terror","tv",8.1,558797,1039825,11,"original",2014
"154","Kuroko no Basket","tv",8.08,637670,1074843,25,"manga",2012
"155","Owarimonogatari","tv",8.46,214873,438654,12,"light novel",2015
"156","Trigun","tv",8.22,331631,668309,26,"manga",1998
"157","Hyouka","tv",8.09,578520,1228519,22,"novel",2012
"158","Ookami to Koushinryou II","tv",8.33,255770,453969,12,"light novel",2009
"159","Owarimonogatari 2nd Season","tv",8.9,171018,353322,7,"light novel",2017
"160","Tokyo Revengers","tv",8.1,525296,973154,24,"manga",2021
"161","Nisemonogatari","tv",8.15,404343,681833,11,"light novel",2012
"162","Toki wo Kakeru Shoujo","movie",8.13,425124,730064,1,"novel",2006
"163","Fruits Basket 1st Season","tv",8.22,324547,684914,25,"manga",2019
"164","Usagi Drop","tv",8.38,227636,457521,11,"manga",2011
"165","Majo no Takkyuubin","movie",8.21,326016,500994,1,"novel",1989
"166","Shinsekai yori","tv",8.3,260666,722097,25,"novel",2012
"167","Sora yori mo Tooi Basho","tv",8.53,193075,444585,13,"original",2018
"168","Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari","movie",8.46,203795,341803,1,"original",2013
"169","Steins;Gate: Oukoubakko no Poriomania","special",8.3,255948,403348,1,"visual novel",2012
"170","Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly","movie",8.52,189605,329030,1,"visual novel",2019
"171","Naruto","tv",7.97,1758570,2519711,220,"manga",2002
"172","Tenkuu no Shiro Laputa","movie",8.27,268969,426733,1,"original",1986
"173","K-On!!","tv",8.17,350149,628794,26,"4 koma manga",2010
"174","86","tv",8.25,276188,552690,11,"light novel",2021
"175","Tate no Yuusha no Nariagari","tv",8.01,854579,1361805,25,"light novel",2019
"176","Yahari Ore no Seishun Love Comedy wa Machigatteiru.","tv",8.02,767293,1275698,13,"light novel",2013
"177","Bakuman. 3rd Season","tv",8.54,182000,308471,25,"manga",2012
"178","Great Pretender","tv",8.26,264717,546178,23,"original",2020
"179","Kobayashi-san Chi no Maid Dragon S","tv",8.36,214601,456627,12,"manga",2021
"180","86 Part 2","tv",8.71,165939,327495,12,"light novel",2021
"181","Vivy: Fluorite Eye's Song","tv",8.44,194817,432926,13,"original",2021
"182","Kaichou wa Maid-sama!","tv",8.02,669964,1133426,26,"manga",2010
"183","Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou","movie",8.41,199751,343553,1,"light novel",2019
"184","Made in Abyss Movie 3: Fukaki Tamashii no Reimei","movie",8.66,166476,345093,1,"web manga",2020
"185","Kaze no Tani no Nausicaä","movie",8.36,209457,333422,1,"manga",1984
"186","Clannad","tv",8.01,709090,1307938,23,"visual novel",2007
"187","Noragami","tv",7.96,1163493,1955318,12,"manga",2014
"188","Shokugeki no Souma: San no Sara","tv",8.03,538245,877272,12,"manga",2017
"189","Odd Taxi","tv",8.73,157433,321729,13,"original",2021
"190","Gintama': Enchousen","tv",9.04,147163,285935,13,"manga",2012
"191","Ping Pong the Animation","tv",8.62,162675,347071,11,"manga",2014
"192","Boku no Hero Academia","tv",7.93,1844412,2669344,13,"manga",2016
"193","Bakuman.","tv",8.2,278617,576027,25,"manga",2010
"194","Bakuman. 2nd Season","tv",8.36,199500,330455,25,"manga",2011
"195","Cowboy Bebop: Tengoku no Tobira","movie",8.38,194574,337836,1,"original",2001
"196","5-toubun no Hanayome ∬","tv",8.12,345131,580112,12,"manga",2021
"197","Bungou Stray Dogs 3rd Season","tv",8.21,263238,505340,12,"manga",2019
"198","Rurouni Kenshin: Meiji Kenkaku Romantan","tv",8.29,221570,453834,94,"manga",1996
"199","Kobayashi-san Chi no Maid Dragon","tv",7.99,668680,1100866,13,"manga",2017
"200","Black Lagoon: The Second Barrage","tv",8.18,286165,463313,12,"manga",2006
"201","Darker than Black: Kuro no Keiyakusha","tv",8.07,414168,871373,25,"original",2007
"202","Katanagatari","tv",8.33,200917,521053,12,"light novel",2010
"203","Shelter (Music)","music",8.31,208155,308593,1,"music",2016
"204","Magi: The Labyrinth of Magic","tv",8.02,508200,948441,25,"manga",2012
"205","Boku no Hero Academia 4th Season","tv",7.94,924810,1479880,25,"manga",2019
"206","Black Lagoon","tv",8.03,438951,887584,12,"manga",2006
"207","Fate/stay night Movie: Heaven's Feel - III. Spring Song","movie",8.71,143421,281841,1,"visual novel",2020
"208","Bakemono no Ko","movie",8.27,205976,382993,1,"original",2015
"209","Hajime no Ippo: New Challenger","tv",8.66,145100,245737,26,"manga",2009
"210","ReLIFE","tv",7.99,519537,922348,13,"web manga",2016
"211","Houseki no Kuni (TV)","tv",8.4,170361,397100,12,"manga",2017
"212","Dragon Ball","tv",7.96,602322,921328,153,"manga",1986
"213","FLCL","ova",8.03,396438,737956,6,"original",2000
"214","K-On! Movie","movie",8.35,175636,297634,1,"4 koma manga",2011
"215","JoJo no Kimyou na Bouken (TV)","tv",7.91,926827,1433406,26,"manga",2012
"216","Overlord","tv",7.92,828146,1375095,13,"light novel",2015
"217","Higurashi no Naku Koro ni Kai","tv",8.19,237047,446607,24,"visual novel",2007
"218","Akatsuki no Yona","tv",8.03,374483,758983,24,"manga",2014
"219","Mahoutsukai no Yome","tv",8.07,333366,794109,24,"manga",2017
"220","Sayonara no Asa ni Yakusoku no Hana wo Kazarou","movie",8.41,160241,364527,1,"original",2018
"221","Koukaku Kidoutai: Stand Alone Complex","tv",8.43,155344,368540,26,"manga",2002
"222","Josee to Tora to Sakana-tachi","movie",8.45,152018,308418,1,"novel",2020
"223","Gintama.","tv",8.99,127618,272653,12,"manga",2017
"224","Katekyo Hitman Reborn!","tv",8.14,247977,522968,203,"manga",2006
"225","Yuru Camp△","tv",8.27,185699,422367,12,"manga",2018
"226","Fate/stay night Movie: Heaven's Feel - I. Presage Flower","movie",8.19,215752,395181,1,"visual novel",2017
"227","Kimi ni Todoke","tv",8,402203,817985,25,"manga",2009
"228","Natsume Yuujinchou","tv",8.32,171059,487471,13,"manga",2008
"229","Log Horizon","tv",7.94,539564,1028150,25,"light novel",2013
"230","Kamisama Hajimemashita","tv",8.08,298722,576283,13,"manga",2012
"231","Rainbow: Nisha Rokubou no Shichinin","tv",8.49,145230,362005,26,"manga",2010
"232","Redline","movie",8.28,180957,331373,1,"original",2009
"233","Youjo Senki","tv",7.97,436981,794325,12,"light novel",2017
"234","Hinamatsuri (TV)","tv",8.16,226454,453473,12,"manga",2018
"235","Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen","ova",8.71,130103,259050,4,"manga",1999
"236","ReLIFE: Kanketsu-hen","special",8.21,201649,336293,4,"web manga",2018
"237","Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou","special",8.32,167225,280592,1,"light novel",2018
"238","Wotaku ni Koi wa Muzukashii","tv",7.95,448300,834458,11,"web manga",2018
"239","Bleach","tv",7.87,980721,1680584,366,"manga",2004
"240","Jujutsu Kaisen 0 Movie","movie",8.52,137493,439973,1,"manga",2021
"241","Dragon Ball Super: Broly","movie",8.14,226802,325107,1,"manga",2018
"242","Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare","movie",8.93,122153,212854,1,"manga",2013
"243","Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen","tv",7.98,386210,643927,12,"manga",2018
"244","JoJo no Kimyou na Bouken Part 6: Stone Ocean","ona",8.35,155921,352106,12,"manga",2021
"245","Komi-san wa, Comyushou desu.","tv",8.01,341930,675324,12,"4 koma manga",2021
"246","Overlord III","tv",7.93,475837,761313,13,"light novel",2018
"247","Yojouhan Shinwa Taikei","tv",8.57,129643,396956,11,"novel",2010
"248","Sakamichi no Apollon","tv",8.32,158292,348758,12,"manga",2012
"249","Initial D First Stage","tv",8.31,159824,314581,26,"manga",1998
"250","Asobi Asobase","tv",8.19,194770,408488,12,"manga",2018
"251","Kotonoha no Niwa","movie",7.92,466922,767150,1,"original",2013
"252","Kamisama Hajimemashita◎","tv",8.19,188115,346038,12,"manga",2015
"253","Summer Wars","movie",8.04,277961,485735,1,"original",2009
"254","Cardcaptor Sakura","tv",8.15,202711,397722,70,"manga",1998
"255","Yuri!!! on Ice","tv",7.91,481975,796011,12,"original",2016
"256","Mimi wo Sumaseba","movie",8.22,173211,305502,1,"manga",1995
"257","Plastic Memories","tv",7.92,427332,844444,13,"original",2015
"258","Evangelion: 1.0 You Are (Not) Alone","movie",8.01,304817,495607,1,"original",2007
"259","Serial Experiments Lain","tv",8.07,251028,649006,13,"original",1998
"260","Tsuki ga Kirei","tv",8.09,227898,481669,12,"original",2017
"261","Hajime no Ippo: Rising","tv",8.59,122219,218894,25,"manga",2013
"262","Tsukimonogatari","tv",8.1,219094,386075,4,"light novel",2014
"263","Lovely★Complex","tv",8.03,267628,531250,24,"manga",2007
"264","Stranger: Mukou Hadan","movie",8.28,153043,306117,1,"original",2007
"265","Kara no Kyoukai Movie 5: Mujun Rasen","movie",8.54,122767,220739,1,"light novel",2008
"266","D.Gray-man","tv",8.02,272512,645973,103,"manga",2006
"267","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV)","tv",7.86,607383,960495,12,"light novel",2017
"268","Boku no Hero Academia the Movie 2: Heroes:Rising","movie",8.01,278842,476821,1,"manga",2019
"269","Dorohedoro","tv",8.07,227968,449728,12,"manga",2020
"270","Soul Eater","tv",7.84,781758,1480417,51,"manga",2008
"271","Chihayafuru","tv",8.19,169065,419437,25,"manga",2011
"272","Slam Dunk","tv",8.54,120144,259435,101,"manga",1993
"273","Paprika","movie",8.04,235801,466591,1,"novel",2006
"274","Tokyo Ghoul","tv",7.79,1686035,2522338,12,"manga",2014
"275","Gyakkyou Burai Kaiji: Ultimate Survivor","tv",8.28,145126,316836,26,"manga",2007
"276","Beastars","tv",7.87,463944,742623,12,"manga",2019
"277","Zoku Natsume Yuujinchou","tv",8.55,116038,228632,13,"manga",2009
"278","SK∞","tv",8.03,229772,455955,12,"original",2021
"279","Gosick","tv",8.06,214484,498023,24,"light novel",2011
"280","Nekomonogatari: Kuro","tv",7.94,314533,510144,4,"light novel",2012
"281","K-On!","tv",7.85,526590,958645,13,"4 koma manga",2009
"282","Mushishi Zoku Shou","tv",8.7,107937,272467,10,"manga",2014
"283","Evangelion: 3.0+1.0 Thrice Upon a Time","movie",8.64,109647,300640,1,"original",2021
"284","Higurashi no Naku Koro ni","tv",7.9,366704,742896,26,"visual novel",2006
"285","Shirobako","tv",8.3,133520,412037,24,"original",2014
"286","Tonikaku Kawaii","tv",7.91,341972,599685,12,"manga",2020
"287","Kuroshitsuji: Book of Circus","tv",8.08,195075,365998,10,"manga",2014
"288","Gekkan Shoujo Nozaki-kun","tv",7.85,468673,848645,12,"4 koma manga",2014
"289","Kaze ga Tsuyoku Fuiteiru","tv",8.4,121763,265023,23,"novel",2018
"290","Nagi no Asu kara","tv",8,239470,559776,26,"original",2013
"291","Gake no Ue no Ponyo","movie",7.91,329327,494262,1,"original",2008
"292","Natsume Yuujinchou San","tv",8.58,108769,231723,13,"manga",2011
"293","Bungou Stray Dogs","tv",7.82,592427,1164216,12,"manga",2016
"294","Beck","tv",8.29,130784,307353,26,"manga",2004
"295","Kimi ni Todoke 2nd Season","tv",7.99,239106,411148,12,"manga",2011
"296","Hataraku Maou-sama!","tv",7.78,863613,1392935,13,"light novel",2013
"297","Chihayafuru 2","tv",8.39,119650,216086,25,"manga",2013
"298","Durarara!!x2 Shou","tv",7.99,234899,449248,12,"light novel",2015
"299","Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!","ova",8.04,198646,324770,1,"light novel",2017
"300","Suzumiya Haruhi no Yuuutsu","tv",7.84,450233,852238,14,"light novel",2006
"301","Doukyuusei (Movie)","movie",8.3,125921,233818,1,"manga",2016
"302","One Piece Film: Z","movie",8.15,152152,237581,1,"manga",2012
"303","Ore Monogatari!!","tv",7.91,291746,603372,24,"manga",2015
"304","Tokyo Godfathers","movie",8.28,126993,254316,1,"original",2003
"305","Natsume Yuujinchou Shi","tv",8.65,100032,224705,13,"manga",2012
"306","Detective Conan","tv",8.16,145740,312484,NA,"manga",1996
"307","Fate/stay night: Unlimited Blade Works Prologue","special",8.05,183070,293423,1,"visual novel",2014
"308","Toaru Kagaku no Railgun S","tv",8.03,189249,356499,24,"manga",2013
"309","Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero","special",8.25,128541,230633,1,"visual novel",2015
"310","Mushishi Zoku Shou 2nd Season","tv",8.74,95350,239348,10,"manga",2014
"311","Durarara!!x2 Ketsu","tv",8.07,173515,350875,12,"light novel",2016
"312","Kaze Tachinu","movie",8.1,161372,282410,1,"manga",2013
"313","Nodame Cantabile","tv",8.28,123354,294960,23,"manga",2007
"314","Zetsuen no Tempest","tv",7.93,248571,557489,24,"manga",2012
"315","Koukyoushihen Eureka Seven","tv",8.06,175420,413508,50,"original",2005
"316","InuYasha","tv",7.85,359227,720008,167,"manga",2000
"317","Charlotte","tv",7.75,879761,1427552,13,"original",2015
"318","Ballroom e Youkoso","tv",8.19,133307,294736,24,"manga",2017
"319","Golden Boy","ova",8.02,182403,329677,6,"manga",1995
"320","Kami nomi zo Shiru Sekai: Megami-hen","tv",8.02,182112,318940,12,"manga",2013
"321","InuYasha: Kanketsu-hen","tv",8.2,130678,256896,26,"manga",2009
"322","Devilman: Crybaby","ona",7.77,600695,980175,10,"manga",2018
"323","Koukaku Kidoutai: Stand Alone Complex 2nd GIG","tv",8.52,98592,212372,26,"manga",2004
"324","Gintama.: Shirogane no Tamashii-hen","tv",8.81,89057,180955,12,"manga",2018
"325","Hanamonogatari","tv",7.94,222244,395638,5,"light novel",2014
"326","Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)","movie",8.41,104268,192118,1,"light novel",2009
"327","Full Metal Panic? Fumoffu","tv",8.04,167425,279141,12,"light novel",2003
"328","Youjo Senki Movie","movie",8.24,121894,232686,1,"light novel",2019
"329","Karakai Jouzu no Takagi-san 2","tv",8.08,156246,286760,12,"manga",2019
"330","Durarara!!x2 Ten","tv",7.98,189571,366961,12,"light novel",2015
"331","Drifters","tv",7.9,247455,505693,12,"manga",2016
"332","Berserk: Ougon Jidai-hen III - Kourin","movie",8.2,125685,197845,1,"manga",2013
"333","Kuroko no Basket Movie 4: Last Game","movie",8.08,152438,255594,1,"manga",2017
"334","Yuukoku no Moriarty","tv",8.14,135746,330212,11,"manga",2020
"335","Overlord II","tv",7.76,544537,871484,13,"light novel",2018
"336","Tengen Toppa Gurren Lagann Movie 2: Lagann-hen","movie",8.57,92004,196181,1,"original",2009
"337","One Outs","tv",8.34,106541,216618,25,"manga",2008
"338","Megalo Box","tv",7.89,246504,460388,13,"original",2018
"339","Hibike! Euphonium","tv",8,173785,412886,13,"novel",2015
"340","Akagami no Shirayuki-hime 2nd Season","tv",7.98,180071,322549,12,"manga",2016
"341","Beelzebub","tv",7.87,261736,549736,60,"manga",2011
"342","Ergo Proxy","tv",7.91,218723,580409,23,"original",2006
"343","One Piece Film: Strong World","movie",8.11,137520,218227,1,"manga",2009
"344","Shouwa Genroku Rakugo Shinjuu","tv",8.58,87641,267766,13,"manga",2016
"345","Shijou Saikyou no Deshi Kenichi","tv",8.07,148231,279685,50,"manga",2006
"346","Nanatsu no Taizai","tv",7.7,1221064,1855493,24,"manga",2014
"347","Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","special",7.94,193614,289751,1,"visual novel",2008
"348","Zoku Owarimonogatari","movie",8.46,92715,200150,6,"light novel",2018
"349","Kami nomi zo Shiru Sekai II","tv",7.89,227975,366224,12,"manga",2011
"350","Gintama.: Porori-hen","tv",8.53,89110,176262,13,"manga",2017
"351","Gintama.: Shirogane no Tamashii-hen - Kouhan-sen","tv",8.88,81032,167107,14,"manga",2018
"352","Golden Time","tv",7.75,491542,918188,24,"light novel",2013
"353","Hibike! Euphonium 2","tv",8.3,105539,204177,13,"novel",2016
"354","Chuunibyou demo Koi ga Shitai!","tv",7.72,714083,1229815,12,"light novel",2012
"355","Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen","movie",8.16,123144,236970,1,"light novel",2015
"356","Kyoukai no Kanata","tv",7.74,511194,1063454,12,"light novel",2013
"357","91 Days","tv",7.83,290696,631113,12,"original",2016
"358","Black Lagoon: Roberta's Blood Trail","ova",8.03,149700,261566,5,"manga",2010
"359","Kokoro Connect","tv",7.77,393883,771378,13,"light novel",2012
"360","Komi-san wa, Comyushou desu. 2nd Season","tv",8.16,121206,317802,12,"manga",2022
"361","Shingeki no Kyojin OVA","ova",7.86,241359,411604,3,"manga",2013
"362","Omoide no Marnie","movie",8.06,140302,257283,1,"novel",2014
"363","Skip Beat!","tv",8.09,132688,250180,25,"manga",2008
"364","The Last: Naruto the Movie","movie",7.78,353605,525794,1,"manga",2014
"365","Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari","movie",8.37,93502,186888,1,"original",2012
"366","Gintama Movie 1: Shinyaku Benizakura-hen","movie",8.52,85648,147462,1,"manga",2010
"367","Little Witch Academia (TV)","tv",7.82,284541,579412,25,"original",2017
"368","Chuunibyou demo Koi ga Shitai! Movie: Take On Me","movie",8.12,124609,233924,1,"light novel",2018
"369","Eizouken ni wa Te wo Dasu na!","tv",8.14,122073,295758,12,"manga",2020
"370","Kanata no Astra","tv",8.1,129346,264915,12,"manga",2019
"371","Jibaku Shounen Hanako-kun","tv",7.85,242576,495684,12,"manga",2020
"372","Enen no Shouboutai: Ni no Shou","tv",7.79,323638,622272,24,"manga",2020
"373","Saiki Kusuo no Ψ-nan: Kanketsu-hen","special",8.21,111920,185810,1,"manga",2018
"374","Magi: Sinbad no Bouken (TV)","tv",7.85,239127,438025,13,"manga",2016
"375","Shoujo Shuumatsu Ryokou","tv",8.2,111495,294452,12,"web manga",2017
"376","Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!","ova",7.85,233159,358553,1,"light novel",2016
"377","Kokoro Connect: Michi Random","special",7.95,161496,245492,4,"light novel",2012
"378","Enen no Shouboutai","tv",7.7,602936,1112612,24,"manga",2019
"379","Karigurashi no Arrietty","movie",7.89,190711,302278,1,"novel",2010
"380","Shiguang Dailiren","ona",8.79,73882,222133,11,"original",2021
"381","Non Non Biyori","tv",7.94,161011,389924,12,"manga",2013
"382","Gin no Saji","tv",8.09,122680,269457,11,"manga",2013
"383","Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA","ova",8.04,129754,218199,1,"light novel",2016
"384","Kaguya-hime no Monogatari","movie",8.21,102398,197548,1,"other",2013
"385","Kara no Kyoukai Movie 3: Tsuukaku Zanryuu","movie",8.04,129532,211869,1,"light novel",2008
"386","Initial D Second Stage","tv",8.14,113067,181590,13,"manga",1999
"387","Ginga Eiyuu Densetsu","ova",9.03,70900,283535,110,"novel",1988
"388","Gyakkyou Burai Kaiji: Hakairoku-hen","tv",8.25,95811,174378,26,"manga",2011
"389","Akagami no Shirayuki-hime","tv",7.77,297008,598984,12,"manga",2015
"390","Saiki Kusuo no Ψ-nan: Ψ-shidou-hen","ona",8.11,117021,188670,6,"manga",2019
"391","Mobile Suit Gundam 00","tv",8.12,114400,205121,25,"original",2007
"392","Tamako Love Story","movie",7.93,158089,339563,1,"original",2014
"393","Mahoutsukai no Yome: Hoshi Matsu Hito","ova",8.12,113200,255788,3,"manga",2016
"394","Mononoke","tv",8.43,80258,282211,12,"original",2007
"395","Kuroshitsuji","tv",7.68,564628,1077524,24,"manga",2008
"396","Quanzhi Gaoshou","ona",7.91,162220,337191,12,"novel",2017
"397","Shokugeki no Souma: Shin no Sara","tv",7.75,310238,535425,12,"manga",2019
"398","Kino no Tabi: The Beautiful World","tv",8.29,87774,277909,13,"light novel",2003
"399","Claymore","tv",7.75,304636,620367,26,"manga",2007
"400","Azumanga Daioh","tv",7.97,138362,302151,26,"4 koma manga",2002
"401","Tanaka-kun wa Itsumo Kedaruge","tv",7.85,191553,414616,12,"web manga",2016
"402","5-toubun no Hanayome","tv",7.68,518254,795128,12,"manga",2019
"403","Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari","movie",8.22,94022,184199,1,"original",2012
"404","Vanitas no Karte","tv",7.91,157915,399083,12,"manga",2021
"405","Gate: Jieitai Kanochi nite, Kaku Tatakaeri","tv",7.7,411450,723399,12,"light novel",2015
"406","Yuru Camp△ Season 2","tv",8.53,73478,183753,13,"manga",2021
"407","Lucky☆Star","tv",7.74,302518,604485,24,"4 koma manga",2007
"408","Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen","tv",8.01,126744,242455,14,"light novel",2019
"409","Given Movie","movie",8.15,101374,192406,1,"manga",2020
"410","Kono Oto Tomare! Part 2","tv",8.43,75909,141743,13,"manga",2019
"411","Golden Kamuy 2nd Season","tv",8.23,89889,164388,12,"manga",2018
"412","Baccano! Specials","special",8.11,107007,169555,3,"light novel",2008
"413","Higashi no Eden","tv",7.77,244157,529582,11,"original",2009
"414","One Piece Movie 14: Stampede","movie",8.24,87824,140969,1,"manga",2019
"415","Full Metal Panic! The Second Raid","tv",7.93,142392,247543,13,"light novel",2005
"416","Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2","tv",7.73,308773,499306,12,"light novel",2016
"417","Beastars 2nd Season","tv",7.84,183169,373775,12,"manga",2021
"418","Digimon Adventure","tv",7.77,241208,373060,54,"other",1999
"419","Diamond no Ace","tv",8.11,105291,221882,75,"manga",2013
